id,asins,brand,categories,dateAdded,dateUpdated,ean,features.key,features.value,manufacturer,manufacturerNumber,name,sizes,upc,weight
AVpidoTOLJeJML43l7EF,,dickinson,"Food,Grocery",2016-11-09T17:28:42Z,2016-11-09T17:28:42Z,51500030738,Ingredients,"Fruit Syrup,Red Raspberries,Lemon Juice Concentrate,Fruit Pectin.","THE DICKINSON FAMILY, INC.",3803,"Dickinsons Spreadable Fruit, Red Raspberry",,51500030738,
AVpiAvRRilAPnD_x_vex,,McCormick,"Food,Grocery",2016-11-07T00:21:12Z,2016-11-07T00:21:12Z,52100004631,Ingredients,100% Organic Cinnamon,"McCormick & Co., Inc.",,"Mccormick Cinnamon Saigon Ground Organic, 1.5 Oz (pack of 3)",,52100004631,
AVpg_di01cnluZ0-86Zv,,Tone's,"Food,Grocery",2016-10-27T04:29:32Z,2016-10-27T04:29:32Z,41351517731,Ingredients,Garlic Powder,Ach Food Companies,,"Tone's: Powder Garlic, .9 Oz",,41351517731,
AVpgRwG2ilAPnD_xqKQK,,Streit's,"Food,Grocery",2017-01-07T20:28:57Z,2017-01-07T20:28:57Z,70227610757,Ingredients,"Potatoes (Mono Diglycerides Sodium Acid Pyrophosphates),Potato Starch,Onions,Matzo Meal (Passover Wheat flour Water),Cottonseed Oil,Salt,Potassium Chloride.",Aaron Industries Inc.,98993,Latkes Mix,,70227610757,
AVpgl_XiLJeJML43QG28,,Badia,"Food,Grocery",2016-08-04T03:55:26Z,2016-08-04T03:55:26Z,33844004903,Ingredients,"Sea Salt,Yellow Prussiate of Soda. Does Not Supply Iodide. Pure,Distinctive flavor,Dissolves quickly upon contact with moisture,Harvested from the waters of the Pacific Ocean,Kosher",Badia Spices Inc.,MCLANE500276733,"Badia Sea Salt Grinder, 4.25 Oz",,33844004903,
AVphIqtPLJeJML43XNiz,,El Rio,"Food,Grocery",2017-01-12T05:51:52Z,2017-01-12T05:51:52Z,70670002734,Ingredients,"Unbleached Wheat Flour,Salt,Dextrose,Minced Onion*,Natural Flavor (Flavor, Salt, Yeast Extract, and Maltodextrin),Ground Chili Peppers*,Onion Powder,Spices and Spice Extracts,Soybean Oil,Garlic Powder,Paprika Extract (for Color and Flavor),Paprika Extract (for Color and Flavor),Paprika,and Parsley*.*Dehydrated.","World Finer Foods, Inc.",976001,"El Rio All Natural Seasoning Mix Taco, 1.25 Oz",,70670002734,
AVpjXlu-1cnluZ0-V8Rs,,LOVE GROWN,"Food,Grocery",2017-01-07T20:28:41Z,2017-01-07T20:28:41Z,8.51E+11,Ingredients,"Certified Gluten-Free Oats,Evaporated Cane Juice,Almonds,Raisins (Raisin, Sunflower Oil),Canola Oil,Coconut,Sunflower Seeds,Vanilla,Flaxseed,Cinnamon,Sea Salt.",LOVE GROWN FOODS,1126192,"Love Grown Oat Clusters, Raisin Almond Crunch",,8.51E+11,2.4 pounds
AVpieHFgLJeJML43l_u4,B0076O4MMK,Sathers Candy,"Food,grocery",2016-05-05T01:06:38Z,2016-09-25T04:56:42Z,75602101035,Ingredients,"Corn Syrup,Sugar,Modified Food Starch (Corn),Artificial Flavor,Red 40.",Sathers Candy,1032,Sathers Artificially Flavored Cherry Slices Candy #10103 4.85 Oz - 12 Ea,,75602101035,
AVpfSZHvLJeJML436Upn,,dickinson,"Food,Grocery",2016-11-09T17:28:40Z,2016-11-09T17:28:40Z,51500030714,Ingredients,"Fruit Syrup,Boysenberries,Water,Lemon Juice Concentrate,Fruit Pectin.","THE DICKINSON FAMILY, INC.",,"Dickinsons Spreadable Fruit, Boysenberry, Seedless",,51500030714,
AVpfI9p6ilAPnD_xVzZk,,Spice Islands,"Food,Grocery",2016-11-09T17:27:42Z,2016-11-09T17:27:42Z,40100002276,Ingredients,"Cinnamon Quills Or Sticks Are An Ancient Spice With Culinary Roots Dating To Pre-Biblical Times. Today,Spice Islands Selects Only The Finest-Quality Whole Cinnamon For Our Cinnamon Sticks. Use Cinnamon Sticks To Add A Festive Note And Aromatic Flavor To Spiced Cider,Tea And Coffee. Cinnamon Sticks Also Add Depth To Stewed Meat,Soups,Pickles,Puddings And Compotes. Try A Cinnamon Stick In Homemade Apple Pie,Cranberry Or Blueberry Sauce. Add A Cinnamon Stick While Heating Milk To Make Custard,Vanilla Sauce Or Pudding.",Spice Island,4010000227,Cinnamon Sticks,,40100002276,
AVph5yix1cnluZ0-HsoN,,Hodgson Mill,"Food,Grocery",2016-09-27T03:36:00Z,2016-09-27T03:36:00Z,71518000646,Ingredients,"100% Whole Grain Brown Rice Flour,Milled Golden Flax Seed.",Hodgson Mill Inc.,64,"Hodgson Mill Gluten Free Lasagna Brown Rice Pasta, 8 Oz",,71518000646,
AVpfw7EqilAPnD_xh18J,,Crown Prince,"Food,Grocery",2016-11-07T00:05:35Z,2016-11-07T00:05:35Z,,Ingredients,"Crab Meat (Crustacean Shellfish),Water,Salt,Citric Acid (Ph Regulator),Monosodium Glutamate,Sodium Sulfite (Whitening Agent),.",Crown Prince,56,"Crown Prince Fancy White Crab Meat, 6 Oz",,73230000560,
AVpgkP9h1cnluZ0-3Rye,B0050ILOZW,S&B,"Food,grocery",2016-11-07T00:17:31Z,2016-11-07T00:17:31Z,74880060034,Ingredients,"Mustard,Turmeric.",S&B FOODS INC,10253,"S&b Oriental Hot Mustard Powder, 3 Oz",,74880060034,
AVpg_2fCLJeJML43VbLz,,La Preferida,"Food,Grocery",2017-01-07T20:10:26Z,2017-01-07T20:10:26Z,71524094233,Ingredients,"Sardines,Tomato Sauce,Spices and Salt.",LA PREFERIDA INC,7152409423,"La Preferida Sardines In Tomato Sauce, 15 Oz",,71524094233,
AVpfOr1iLJeJML435H98,,Emeril's,"Food,Grocery",2017-01-16T15:37:47Z,2017-01-16T15:37:47Z,74683099965,Ingredients,"Spices,Oregano,Basil,Rosemary,Parsley,Marjoram,Soybean Oil.",EMERIL,978767,Emerils Essence Ital,,74683099965,
AVpiVU6F1cnluZ0-MQDK,,La Preferida,"Food,Grocery",2016-11-04T02:00:56Z,2016-11-04T02:00:56Z,71524159031,Ingredients,"Tomatoes (Organic),(Tomatoes (Organic), Tomato Juice (Organic), Citric Acid, Calcium Chloride),Tomato Puree (Organic),(Water, Tomato Paste (Organic)),Onions (Organic),Green Bell Peppers (Organic),Red Bell Peppers (Organic),Sea Salt,Jalapenos (Organic),Dried Cane Syrup (Organic),Vinegar (Organic),Cilantro (Organic),Spices (Organic),.",LA PREFERIDA INC,,"La Preferida Salsa, Mild",,71524159031,
AVph0whvLJeJML43fO70,B00C9ZAXAQ,LOVE GROWN,"Food,grocery",2017-01-07T20:28:56Z,2017-01-07T20:28:56Z,8.51E+11,Ingredients,"Certified Gluten-Free Oats,Brown Sugar,Raspberries,Strawberries,Cinnamon.",LOVE GROWN FOODS,1232255,"Love Grown Oats, Hot, Strawberry Raspberry",,8.51E+11,0.20 pounds
AVpfnw7TLJeJML43Aod-,B000FDQVLY,Vigo,"Food,grocery",2015-11-06T02:27:16Z,2017-01-07T20:11:01Z,71072012116,Ingredients,"Octopus,Soy and Olive Oil,Salt Added.",VIGO IMPORTING COMPANY INC,,Vigo Octopus In Soy and Olive Oil,,71072012116,2.5 pounds
AVphEWmRLJeJML43WVUd,,Spice Islands,"Food,Grocery",2016-11-04T03:05:40Z,2016-11-04T03:05:40Z,40100002603,Ingredients,"Originally Discovered In The Fabled Spice Islands,We Now Travel To The West Indies To Bring You This Premium-Quality Aromatic Ground Nutmeg. We Carefully Select Superior Nutmeg Nuts To Dry And Grind For Use In This Convenient Shaker. Ground Nutmeg Is A Traditional Favorite In Home Baking And Is Especially Complementary In Sweet Breads,Cakes,Muffins,Cookies And Fruit Pies. Add To Creamy Soups,Pasta And Vegetable Sauces And Eggnog.",Spice Island,4010000260,"Spice Islands: Ground Nutmeg Spice, 2.1 Oz",,40100002603,
AVpfsrba1cnluZ0-pnnr,,Orale!,"Food,Grocery",2016-11-03T10:12:57Z,2016-11-03T10:12:57Z,,Ingredients,Whole Allspice.,Lisy Corp,176A,"Orale Whole Allspice, 1 Oz",,96786202820,
AVpin2vi1cnluZ0-PDiJ,,McCormick,"Food,Grocery",2016-11-09T17:28:44Z,2016-11-09T17:28:44Z,41234554006,Ingredients,"Cream Solids (Milk),Nonfat Dry Milk,Butter (Cream (Milk), Salt),Garlic,Salt,Modified Corn Starch,Onion,Herb and Spice,Xanthan Gum,Silicon Dioxide (Added to Make Free Flowing),Cultured Whey (Milk),Soy Lecithin,and Annatto Extract.","Mccormick & Company, Inc.",,Seafood Steamers Garlic Butter Seasoning and Bag,,41234554006,
AVpe8Ps8ilAPnD_xRYXy,,Geisha,"Food,Grocery",2017-01-07T20:09:59Z,2017-01-07T20:09:59Z,71140001653,Ingredients,"Crab Meat,Water,Salt,Salt Sodium Acid Pyrophosphate (to Maintain Flavor And Firmness),Citric Acid,Calcium Disodium Edta (to Retain Color),Sodium Sulfite (Preservative),.","Jfe Shoji Trade America, Inc.",165,White Crab Meat,,71140001653,
AVpi64pLLJeJML43qPBh,,Snapple,"Food & Grocery,Beverages,Tea,Food,Grocery",2017-01-18T18:47:54Z,2017-06-22T19:11:18Z,,Ingredients,"Filtered Water,Sugar,Citric Acid,Tea,Natural Flavors.",Snapple Beverage Corp,106220,"Iced Tea, Lemon, 16 fl oz (473 ml)",,76183163740,
AVpgsSDK1cnluZ0-5GIW,,Nestle,"Food & Grocery,Gum & Candy,Chocolate,Food,Grocery",2016-03-04T06:52:26Z,2017-07-30T04:44:08Z,28000623296,Ingredients,"Milk Chocolate (Sugar, Chocolate, Cocoa Butter, Nonfat Milk, Lactose, Milkfat, Soy Lecithin, Vanillin--An Artificial Flavor),Crisped Rice (Rice Flour, Sugar, Barley Malt, Salt),. Contains: Milk And Soy Ingredients. May Contain: Peanuts,Nuts And Wheat.",Nestle,4983091,Crunch Candy Bars 2.7 oz,,28000623296,
AVpjLfUeilAPnD_xLG8W,B003ZJNJKG,Dell'Alpe,"Grocery & Gourmet Food,Food,Canned Vegetables,Grocery",2015-10-30T22:19:07Z,2016-08-04T04:15:39Z,30684934391,Ingredients,"Peppers,Soybean Oil,Celery,Olives,Vinegar,Salt,Spices.",Dell' Alpe,8579,Dell'alpe Hot Giardiniera - 16oz,,"75,462,020,170,030,600,000,000",1.8 pounds
AVpg2YAMilAPnD_xyCvH,B0063SYLM6,Old Plantation,"Poultry Seasoning,Grocery & Gourmet Food,Food,Grocery",2015-10-31T00:36:24Z,2017-09-12T16:02:31Z,78665000253,Ingredients,"Salt, Red Pepper, Sage, Sugar and Black Pepper,Salt,Red Pepper,Sage,Sugar and Black Pepper",A.C. Legg,Blend #10,"A.C. Legg INC #10 Pork Sausage Seasoning, 8 oz",,78665000253,8 ounces
AVpiV6noLJeJML43kwUS,"B00JM8NR0G,B00CE0V7DS",Bakery On Main,"Grocery & Gourmet Food,grocery",2014-11-04T11:26:55Z,2017-07-20T15:03:23Z,8.35E+11,Ingredients,"Certified Gluten Free Oats, Cane Sugar, Flax Meal, Natural Flavors, Chia Seeds, Quinoa, Amaranth, Sea Salt,Certified Gluten Free Oats, Cane Sugar, Flax Meal, Freeze Dried Strawberries, Chia Seeds, Quinoa, Amaranth, Natural Flavors, Sea Salt.",,,Bakery On Main Gluten-Free,,"835,228,008,916,835,000,000,000",2.6 pounds
AVpfqTIHilAPnD_xf6SK,B00H03OQEG,Gourmet Paleo,"Grocery & Gourmet Food,grocery",2015-08-24T21:43:43Z,2017-07-20T22:24:52Z,39409544228,Ingredients,"Almonds,dates,chocolate chunks (Evaporated Cane Juice; Chocolate Liquor; Non-Dairy Cocoa Butter),pecans,unsweetened applesauce,organic coconut oil,molasses,maple syrup,vanilla extract,cinnamon,salt,baking soda.",,,Paleo Chocolate Chip Cookies with Pecans - 12 Paleo Cookies | the Perfect Paleo Snack or Treat | Gluten Free,,39409544228,2 pounds
AVpfhLQRilAPnD_xdL0Q,,Goya Food,"Cookies,Other Grocery,Food,Grocery",2017-01-14T19:31:02Z,2017-01-14T19:31:02Z,41331030809,Ingredients,"Guava Pulp,Refined Sugar,Citric Acid,FDC Red 3,FDC Red 40,Pectin.","GOYA FOODS, INC.",3080,Guava Paste,,41331030809,
AVpfJEtiilAPnD_xV1vw,B001IZD8MS,Chunky,"Food,Chocolate,Other Grocery,Grocery",2015-10-30T21:02:14Z,2016-10-05T22:29:55Z,28000084004,Ingredients,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate Processed With Alkali, Milk, Lactose, Milkfat, Natural and Artificial Flavors, Soy Lecithin),Raisins,Peanuts,Tbhq and Citric Acid",Nestle Usa/Confection,414664,"Chunky Candy Bar, 1.4 Oz",,28000084004,
AVpfWFX1LJeJML437hLl,,Rold Gold,"Food & Grocery,Snacks,Pretzels,Grocery",2014-02-18T01:14:22Z,2017-07-28T13:24:52Z,28400009676,Ingredients,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, and Folic Acid),Vegetable Oil (Contains Partially Hydrogenated Cottonseed and/or Soybean Oil),Salt,Corn Syrup,Yeast,Malt Extract,Sodium Bicarbonate,and Ammonium Bicarbonate.",Pepsi,033W004577931000,"Pretzel Rods, 10 oz (283.5 g)",,28400009676,
AVphcbTALJeJML43a-5v,,Folgers,"Food & Grocery,Beverages,Coffee,Grocery",2014-02-18T02:16:34Z,2017-07-30T04:39:46Z,25500200125,Ingredients,100 Pure Coffee.,Folgers,33999611,"Coffeehouse Series Coffee, Ground, Gourmet Supreme, Dark, 34.5 oz (2 lb 2.5 oz) (978 g)",,25500200125,
AVpi92i01cnluZ0-SR4C,,Cheez-it,"Food & Grocery,Snacks,Crackers,Grocery",2014-02-18T01:42:10Z,2017-07-28T13:24:46Z,44000027483,Ingredients,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate Vitamin B1, Riboflavin Vitamin B2, Folic Acid),Whole Grain Wheat Flour,Soybean Oil,Sugar,Partially Hydrogenated Cottonseed Oil,Leavening (Calcium Phosphate and/or Baking Soda),Salt,High Fructose Corn Syrup,Soy Lecithin.",Kraft,184815,"Ritz Crackers, Whole Wheat, 14.20 oz",,44000027483,
AVpe_6tSilAPnD_xSsRq,,Nabisco,"Food & Grocery,Snacks,Crackers,Grocery",2014-02-18T01:41:45Z,2017-07-28T13:24:40Z,44000027438,Ingredients,"Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate Vitamin B1, Riboflavin Vitamin B2, Folic Acid),Soybean Oil,Sugar,Partially Hydrogenated Cottonseed Oil,Salt,Leavening (Baking Soda and/or Calcium Phosphate),High Fructose Corn Syrup,Soy Lecithin,Malted Barley Flour,Natural Flavor.",Kraft,4400000028,"Ritz Crackers, Original, 15.1 oz",,44000027438,
AVpi2VMYilAPnD_xIFBW,"B003YDWHMO,B004X8TFDS",Cheez-It,"Crackers,Food & Grocery,Snacks,Grocery & Gourmet Food,Snack Foods,Grocery",2015-10-30T20:31:51Z,2017-09-04T11:19:39Z,24100740222,Ingredients,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID),VEGETABLE OIL (SOYBEAN AND PALM OIL WITH TBHQ FOR FRESHNESS),CHEESE MADE WITH SKIM MILK (SKIM MILK, WHEY PROTEIN, CHEESE CULTURES, SALT, ENZYMES, ANNATTO EXTRACT FOR COLOR),CONTAINS TWO PERCENT OR LESS OF SALT,PAPRIKA,YEAST,PAPRIKA OLEORESIN FOR COLOR,SOY LECITHIN.",Kelloggs DSD,23732611,"Sunshine, Cheez-It Baked Snack Crackers Variety Caddy, 12 ct, 12 oz",,24100740222,3.5 pounds
AVpfMHRT1cnluZ0-f0BW,"B071DCYK1T,B00BDQ0W9Y",Folgers,"Grocery & Gourmet Food,Beverages,Food & Grocery,Coffee,Ground Coffee,Food",2016-04-06T01:40:57Z,2017-09-04T05:10:38Z,25500201535,Ingredients,"Coffee, Artificial Flavor.,Coffee,Natural and Artificial Flavor.",J.M. Smucker,2550020153,Folgers Toasted Hazelnut Flavored Ground Coffee,,25500201535,6.4 ounces
AVpfKCOALJeJML433mQI,"B00IV6KHOO,B00FWK20IS",Sahale Snacks,"Food & Grocery,Bulk Food & Grocery,Bulk Snacks,Food",2015-09-20T22:28:24Z,2017-07-30T04:39:48Z,8.94E+11,Ingredients,"Cashews,Dried Apples (Apples, Sugar, Natural Pomegranate Flavor, Citric Acid, Fruit Vegetable Juice (for Color)),Organic Evaporated Cane Juice,Organic Tapioca Syrup,Brown Sugar,Natural Vanilla Extract,Sea Salt,Dried Pomegranate Juice Concentrate,Dried Orange Peel,Pure Ground Vanilla Beans.",Sahale Snacks,HG1265040,Glazed Nuts - Cashews With Pomegranate And Vanilla - 1.5 Oz - Case Of 9,,8.94E+11,3.2 ounces
AVpgBSJ51cnluZ0-vJmU,,,"Food,Grocery",2016-11-07T19:24:44Z,2016-11-07T19:24:44Z,,Ingredients,"Pistachios,Salt.",Paramount Farms,072142WTA,"Wonderful Pistachios Roasted & Salted Pistachios, 10 Oz",,14113910040,
AVphnes71cnluZ0-Ee3B,,,"Food,Grocery",2016-11-04T02:06:16Z,2016-11-04T02:06:16Z,41224725027,Ingredients,Basmati Rice.,BRUNO SCHEIDT INC,72502,"Roland Basmati Rice, 35.27 Oz",,41224725027,
AVpfMs0-ilAPnD_xXCEe,,Coffee-Mate,"Fresh Food,Other Grocery,Food",2015-10-23T06:01:36Z,2017-01-14T19:40:34Z,"280,008,000,930,028,000,000,000",Ingredients,"Sugar,Water,Partially Hydrogenated Soybean and/or Cottonseed Oil,Sodium Caseinate (a Milk Derivative),**,and Less than 2 of Natural and Artificial Flavors,Propylene Glycol,Dipotassium Phosphate,Polysorbate 60,Sodium Stearoyl Lactylate,Color Added,Sucralose (Non-Nutritive Sweetener),. ** Not a Source of Lactose.",Nestle,NES29600,Nestl‹¨«‹¨« Coffee-mate Peppermint Mocha Coffee Creamer 50.7 Fl. Oz. Pump,,"28,000,800,093,028,000,000,000",4.575 lbs
AVpiV-lailAPnD_xDP8w,"B01N0641A5,B00HVPBR90",LesserEvil,"Grocery & Gourmet Food,Chips,Food",2017-01-07T20:12:43Z,2017-08-30T11:03:38Z,1.81E+11,Ingredients,"White bean flour, rice blend (rice flour, brown rice), dehydrated potato, organic sunflower oil, chia powder, organic evaporated cane juice, organic red bell pepper powder, sea salt, organic tapioca solids, organic onion powder, organic tomato powder, organic garlic powder, natural flavor, organic spices, natural extractives of paprika, citric acid,White Bean Flour,Rice Blend (Rice Flour, Brown Rice),Dehydrated Potato,Organic Sunflower Oil,Tapioca Flour,Quinoa Flour,Lentil Flour,Chia Powder,Organic Evaporated Cane Juice,Organic Red Bell Pepper Powder,Sea Salt,Organic Tapioca Solids,Organic Onion Powder,Organic Tomato Powder,Organic Garlic Powder,Natural Flavor,Organic Spices,Natural Extractives of Paprika,Citric Acid.",LESSER EVIL BRAND SNACK CO,,LesserEvil Super Bites,,1.81E+11,4.7 pounds
AVphGl3CilAPnD_x1TOK,B000100EQ4,Sevigny's,"Food,grocery",2016-11-04T23:01:08Z,2016-11-04T23:01:08Z,,Ingredients,"Sugar,Corn Syrup,Natural And Artificial Flavors,Us Certified Colors Including Yellow 5,Yellow 6,Blue 1,Red 3 Red 40.",,201W,"Sevigny's Thin Ribbon Candy, 9 Oz",,11212002010,7 ounces
AVphrhNQ1cnluZ0-FMGS,,,"Food,Grocery",2017-01-07T20:11:30Z,2017-01-07T20:11:30Z,,Ingredients,"Contains: Paprika,Cumin,Cayenne Pepper,Garlic,Parsley,Oregano and Black Pepper.",MORTON & BASSETT,44188,Ssnng Chili Pwdr,,16291441880,
AVpgSVOZLJeJML43LxeZ,,,"Food,Grocery",2016-11-07T00:31:53Z,2016-11-07T00:31:53Z,41420126529,Ingredients,"Sucrose,Corn Syrup,Artificial Flavor,Acacia (Gum Arabic),Confectioner's Glaze,Carnauba Wax*,Red 40,White Mineral Oil*. *Adds A Trivial Amount of Fat.",Ferrara,MCLANE500744698,"Red Hots Cinnamon Flavored Candy, 6 Oz",,41420126529,
AVpfhPDK1cnluZ0-mMXG,,,"Food,Grocery",2016-10-28T01:45:41Z,2016-10-28T01:45:41Z,73621003033,Ingredients,"For Pez Candy (Except Chocolate),: Sugar,Corn Syrup,Adipic Acid,Hydrog. Palm Kernel & Palm Oils and Soybean Oil,Mono & Diglycerides,Natural & Artificial Flavors,Artificial Colors FD&C Red 3,Yellow 5,Yellow 6,Blue 2,Cola also Contains Sodium Bicarb.,Color. For Pez Chocolate Flavored Candy: Sugar,Corn Syrup,Hydrog. Palm Kernel & Palm Oils and Soybean Oil,Mono & Diglycerides,Artificial Flavor,Color.",Pez,113241,Pez Candy & Dispenser,,73621003033,
AVpfPSGS1cnluZ0-g2uZ,,Rosenborg,"Food,Fresh Food,Cheese,Grocery",2015-08-28T19:45:16Z,2016-10-05T16:56:49Z,,Ingredients,"Milk,Salt,Cheese Culture,Rennet,P. Roqueforti.",Swiss American Inc,ROSENBORG BLUE,"Rosenborg Crumbled Danish Blue Cheese, 5 Oz",,93936405940,1.875 lbs
AVpfi8R81cnluZ0-msG-,,SMARTFOOD,"Food & Grocery,Snacks,Popcorn,Food",2016-03-04T09:37:12Z,2017-07-28T13:24:52Z,28400437899,Ingredients,"Popcorn,Vegetable Oil (Corn, Canola and/Or Sunflower Oil),Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes),Whey,Buttermilk and Salt.",Frito-Lay,43789,S WHITE CHE2.25OZ DDAR 2.25 OZ,,28400437899,
AVpe82lnilAPnD_xRmrg,,KING'S HAWAIIAN,"Fresh Food,Other Grocery,Food",2015-10-23T06:33:51Z,2016-06-13T04:09:24Z,73435070184,Ingredients,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid),Water,Sugar,Liquid Sugar (Sugar, Water),Butter (Pasteurized Cream, Salt),Eggs,Contains Less Than 2% of Each of The Following: Potato Flour,Yeast,Whey,Nonfat Milk,Soy Flour,Salt,Degerminated Yellow Corn Flour,Wheat Gluten,Sodium Stearoyl Lactylate,Datem,Monocalcium Phosphate,Wheat Flour,Calcium Sulfate,Sodium Silicoaluminate,Ascorbic Acid Added As A Dough Conditioner,Ammonium Sulfate,Wheat Starch,Sorbitan Monostearate,Enzymes,Microcrystalline Cellulose,Calcium Silicate. Contains: Wheat,Milk,Eggs,Soy.",King's Hawaiian Bakery,7018,"King's Hawaiian Original Hawaiian Sweet Rolls, 18 Count, 18 Oz",,73435070184,
AVpgFbqeLJeJML43Iraw,,Arizona,"Food & Grocery,Beverages,Tea,Food",2017-01-16T19:31:07Z,2017-07-30T04:39:30Z,,Ingredients,"Water,High Fructose Corn Syrup,Natural Flavors,Citric Acid,Sodium Hexametaphosphate (to protect taste),Phosphoric Acid,Red Rooibos Tea Powder,Potassium Sorbate and Sodium Benzoate (to protect Taste),Sucralose,Calcium Disodium EDTA (to protect taste),Vitamin B6 (Pyridoxine Hydrochloride),Red 40,Vitamin B12 (Cyanocobalamin),.",The Coca-Cola Company,80793808830,FUZE ICED TEA STRAWB2LT ERRY RED TEA-KO,,80793808830,
AVphVJjlLJeJML43ZmGX,B000S5OHWE,Wheat Thins,"Food & Grocery,Snacks,Crackers,Food",2016-06-06T15:33:58Z,2017-07-28T13:24:43Z,44000030384,Ingredients,"Whole Grain Wheat Flour,Soybean Oil,Sugar,Cornstarch,Malt Syrup (from Corn and Barley),Invert Sugar,Salt,Vegetable Color (Annatto Extract, Turmeric Oleoresin),. BHT Added to Packaging Material to Preserve Freshness.",Mondelez Global LLC,30384,Hint of Salt Crackers 9.1 oz,,44000030384,
AVpicGoeilAPnD_xELWw,,,"Food,Grocery",2016-11-05T09:11:40Z,2016-11-05T09:11:40Z,,Ingredients,"Salt,Granulated Garlic,Tricalcium Phosphate (Prevents Caking),Oregano,Turmeric.",GOYA FOODS INC,4133103830,Adobo Without Pepper,,41331038300,
AVpgCAG9LJeJML43HypL,,Great Value,"Other Grocery,Fresh Food,Food",2015-11-09T12:50:02Z,2016-06-13T03:49:21Z,78742017105,Ingredients,"Heavy Cream,Sugar,Contains Less Than 1% of: Artificial Flavor,Mono And Diglycerides,Polysorbate 80,Carrageenan,Mixed Tocopherols (Vitamin E),to Protect Flavor,Propellant: Nitrous Oxide. Allergy Warning: Contains Milk.","Wal-Mart Stores, Inc.",71002,"Great Value Extra Creamy Whipped Cream, 6.5 Oz",,78742017105,
AVpir3DlilAPnD_xGlAa,,Great Value,"Other Grocery,Fresh Food,Food",2015-11-09T12:50:27Z,2016-06-13T03:49:30Z,78742017112,Ingredients,"Heavy Cream,Sugar,Contains Less Than 1% of: Artificial Flavor,Mono And Diglycerides,Polysorbate 80,Carrageenan,Mixed Tocopherols (Vitamin E),to Protect Flavor,Propellant: Nitrous Oxide. Allergy Warning: Contains Milk.","Wal-Mart Stores, Inc.",171100,"Great Value Extra Creamy Whipped Cream, 13 Oz",,78742017112,
AVpgFhmgLJeJML43Is3V,,Artisana,"Fresh Food,Food,Produce,Grocery",2015-09-13T03:52:03Z,2017-01-07T20:27:34Z,8.70E+11,Ingredients,"Organic Raw Coconut (100),.",Artisana,1572023,Artisana Nut Bttr Ccnut Raw Sqz Pk Org 1.06 Oz (pack of 10),,8.70E+11,1.74 lbs
AVpf-vk5ilAPnD_xldRw,,Snickers,"Food,Food Gifts,Other Grocery",2016-11-07T01:03:16Z,2017-09-12T19:59:24Z,40000493853,Ingredients,"MILK,CHOCOLATE (SUGAR,COCOA BUTTER,CHOCOLATE,SKIM MILK,LACTOSE,MILK FAT,SOY LECITHIN,ARTIFICIAL FLAVOR),PEANUTS,SUGAR,INVERT SUGAR,HYDROGENATED PALM KERNEL OIL AND/OR PALM OIL,CORN SYRUP,LESS THAN 2% - PALM OIL,BUTTER,MILKFAT,PARTIALLY HYDROGENATED SOYBEAN OIL,SALT,POTASSIUM SORBATE TO MAINTAIN FRESHNESS,ARTIFICIAL FLAVOR.,Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Artificial Flavor),Peanuts,Sugar,Invert Sugar,Hydrogenated Palm Kernel Oil and/or Palm Oil,Corn Syrup,Skim Milk,Less than 2% - Palm Oil,Butter,Milkfat,Partially Hydrogenated Soybean Oil,Salt,Soy Lecithin,Potassium Sorbate to Maintain Freshness,Artificial Flavor.",MARS INCORPORATED,4000049385,"SNICKERS Holiday Full Size Chocolate Bars Candy Tree, 1.1 oz",,40000493853,
AVpiocz31cnluZ0-PJdZ,,Great Value,"Other Grocery,Fresh Food,Food",2015-11-09T12:50:54Z,2016-06-13T03:49:34Z,78742017082,Ingredients,"Cream,Milk,Sugar,Dextrose,Contains Less Than 1% of: Sorbitan Monostearate,Artificial Flavor,Carrageenan,Mixed Tocopherols (Vitamin E),to Protect Flavor,Propellant: Nitrous Oxide. Allergy Warning: Contains Milk.","Wal-Mart Stores, Inc.",170800,"Great Value Original Whipped Light Cream, 6.5 Oz",,78742017082,
